elapsed_s,event,body_x,body_y,dist,tags_used
4.542,lost,,,,
4.556,lost,,,,
4.568,lost,,,,
4.581,lost,,,,
4.595,lost,,,,
4.609,lost,,,,
4.622,lost,,,,
4.634,lost,,,,
4.647,lost,,,,
4.660,lost,,,,
4.674,lost,,,,
4.686,lost,,,,
4.698,lost,,,,
4.714,lost,,,,
4.728,lost,,,,
4.741,lost,,,,
4.753,lost,,,,
4.766,lost,,,,
4.779,lost,,,,
4.792,lost,,,,
4.806,lost,,,,
4.819,lost,,,,
4.832,lost,,,,
4.847,lost,,,,
4.863,lost,,,,
4.878,lost,,,,
4.894,lost,,,,
4.910,lost,,,,
4.923,lost,,,,
4.935,lost,,,,
4.949,lost,,,,
4.964,lost,,,,
4.978,lost,,,,
4.992,lost,,,,
5.007,lost,,,,
5.019,lost,,,,
5.032,lost,,,,
5.044,lost,,,,
5.060,lost,,,,
5.075,lost,,,,
5.087,lost,,,,
5.103,lost,,,,
5.117,lost,,,,
5.130,lost,,,,
5.143,lost,,,,
5.157,lost,,,,
5.171,lost,,,,
5.185,lost,,,,
5.198,lost,,,,
5.210,lost,,,,
5.225,lost,,,,
5.238,lost,,,,
5.249,lost,,,,
5.261,lost,,,,
5.276,lost,,,,
5.288,lost,,,,
5.300,lost,,,,
5.313,lost,,,,
5.328,lost,,,,
5.342,lost,,,,
5.353,lost,,,,
5.365,lost,,,,
5.380,lost,,,,
5.395,lost,,,,
5.408,lost,,,,
5.424,lost,,,,
5.438,lost,,,,
5.451,lost,,,,
5.465,lost,,,,
5.478,lost,,,,
5.494,lost,,,,
5.507,lost,,,,
5.518,lost,,,,
5.531,lost,,,,
5.546,lost,,,,
5.557,lost,,,,
5.568,lost,,,,
5.579,lost,,,,
5.593,lost,,,,
5.607,lost,,,,
5.618,lost,,,,
5.631,lost,,,,
5.646,lost,,,,
5.658,lost,,,,
5.669,lost,,,,
5.681,lost,,,,
5.695,lost,,,,
5.709,lost,,,,
5.719,lost,,,,
5.730,lost,,,,
5.744,lost,,,,
5.758,lost,,,,
5.770,lost,,,,
5.783,lost,,,,
5.795,lost,,,,
5.807,lost,,,,
5.817,lost,,,,
5.829,lost,,,,
5.844,lost,,,,
5.855,lost,,,,
5.867,lost,,,,
5.880,lost,,,,
5.894,lost,,,,
5.906,lost,,,,
5.916,lost,,,,
5.929,lost,,,,
5.943,lost,,,,
5.956,lost,,,,
5.968,lost,,,,
5.981,lost,,,,
5.993,lost,,,,
6.008,lost,,,,
6.018,lost,,,,
6.029,lost,,,,
6.042,lost,,,,
6.055,lost,,,,
6.068,lost,,,,
6.080,lost,,,,
6.093,lost,,,,
6.107,lost,,,,
6.119,lost,,,,
6.132,lost,,,,
6.143,lost,,,,
6.154,lost,,,,
6.167,lost,,,,
6.179,lost,,,,
6.192,lost,,,,
6.205,lost,,,,
6.219,lost,,,,
6.231,lost,,,,
6.244,lost,,,,
6.258,lost,,,,
6.268,lost,,,,
6.279,lost,,,,
6.290,lost,,,,
6.305,lost,,,,
6.318,lost,,,,
6.331,lost,,,,
6.343,lost,,,,
6.357,lost,,,,
6.368,lost,,,,
6.381,lost,,,,
6.393,lost,,,,
6.407,lost,,,,
6.418,lost,,,,
6.430,lost,,,,
6.441,lost,,,,
6.452,lost,,,,
6.466,lost,,,,
6.477,lost,,,,
6.489,lost,,,,
6.502,lost,,,,
6.515,lost,,,,
6.527,lost,,,,
6.538,lost,,,,
6.550,lost,,,,
6.564,lost,,,,
6.577,lost,,,,
6.588,lost,,,,
6.598,lost,,,,
6.611,lost,,,,
6.625,lost,,,,
6.638,lost,,,,
6.651,lost,,,,
6.663,lost,,,,
6.680,lost,,,,
6.693,lost,,,,
6.704,lost,,,,
6.717,lost,,,,
6.731,lost,,,,
6.744,lost,,,,
6.755,lost,,,,
6.767,lost,,,,
6.780,lost,,,,
6.793,lost,,,,
6.803,lost,,,,
6.817,lost,,,,
6.831,lost,,,,
6.843,lost,,,,
6.856,lost,,,,
6.870,lost,,,,
6.882,lost,,,,
6.894,lost,,,,
6.906,lost,,,,
6.919,lost,,,,
6.931,lost,,,,
6.943,lost,,,,
6.955,lost,,,,
6.966,lost,,,,
6.980,lost,,,,
6.991,lost,,,,
7.002,lost,,,,
7.014,lost,,,,
7.028,lost,,,,
7.041,lost,,,,
7.053,lost,,,,
7.064,lost,,,,
7.077,lost,,,,
7.090,lost,,,,
7.100,lost,,,,
7.111,lost,,,,
7.126,lost,,,,
7.139,lost,,,,
7.152,lost,,,,
7.164,lost,,,,
7.176,lost,,,,
7.187,lost,,,,
7.202,lost,,,,
7.214,lost,,,,
7.226,lost,,,,
7.238,lost,,,,
7.251,lost,,,,
7.263,lost,,,,
7.275,lost,,,,
7.288,lost,,,,
7.301,lost,,,,
7.313,lost,,,,
7.326,lost,,,,
7.340,lost,,,,
7.351,lost,,,,
7.363,lost,,,,
7.376,lost,,,,
7.390,lost,,,,
7.402,lost,,,,
7.414,lost,,,,
7.426,lost,,,,
7.439,lost,,,,
7.451,lost,,,,
7.463,lost,,,,
7.474,lost,,,,
7.486,lost,,,,
7.499,lost,,,,
7.512,lost,,,,
7.523,lost,,,,
7.534,lost,,,,
7.548,lost,,,,
7.561,lost,,,,
7.573,lost,,,,
7.585,lost,,,,
7.598,lost,,,,
7.609,lost,,,,
7.619,lost,,,,
7.630,lost,,,,
7.642,lost,,,,
7.656,lost,,,,
7.669,lost,,,,
7.681,lost,,,,
7.692,lost,,,,
7.704,lost,,,,
7.716,lost,,,,
7.730,lost,,,,
7.743,lost,,,,
7.755,lost,,,,
7.767,lost,,,,
7.780,lost,,,,
7.793,lost,,,,
7.806,lost,,,,
7.818,lost,,,,
7.832,lost,,,,
7.844,lost,,,,
7.857,lost,,,,
7.870,lost,,,,
7.882,lost,,,,
7.892,lost,,,,
7.906,lost,,,,
7.918,lost,,,,
7.930,lost,,,,
7.942,lost,,,,
7.954,lost,,,,
7.967,lost,,,,
7.977,lost,,,,
7.989,lost,,,,
8.000,lost,,,,
8.012,lost,,,,
8.028,lost,,,,
8.040,lost,,,,
8.051,lost,,,,
8.066,lost,,,,
8.079,lost,,,,
8.091,lost,,,,
8.102,lost,,,,
8.113,lost,,,,
8.126,lost,,,,
8.140,lost,,,,
8.151,lost,,,,
8.163,lost,,,,
8.177,lost,,,,
8.189,lost,,,,
8.201,lost,,,,
8.214,lost,,,,
8.227,lost,,,,
8.238,lost,,,,
8.250,lost,,,,
8.261,lost,,,,
8.272,lost,,,,
8.287,lost,,,,
8.298,lost,,,,
8.311,lost,,,,
8.325,lost,,,,
8.336,lost,,,,
8.347,lost,,,,
8.359,lost,,,,
8.371,lost,,,,
8.384,lost,,,,
8.396,lost,,,,
8.407,lost,,,,
8.420,lost,,,,
8.434,lost,,,,
8.446,lost,,,,
8.458,lost,,,,
8.472,lost,,,,
8.485,lost,,,,
8.498,lost,,,,
8.510,lost,,,,
8.523,lost,,,,
8.536,lost,,,,
8.546,lost,,,,
8.559,lost,,,,
8.570,lost,,,,
8.582,lost,,,,
8.597,lost,,,,
8.610,lost,,,,
8.622,lost,,,,
8.634,lost,,,,
8.649,lost,,,,
8.662,lost,,,,
8.675,lost,,,,
8.689,lost,,,,
8.701,lost,,,,
8.713,lost,,,,
8.725,lost,,,,
8.741,lost,,,,
8.753,lost,,,,
8.765,lost,,,,
8.777,lost,,,,
8.792,lost,,,,
8.804,lost,,,,
8.816,lost,,,,
8.828,lost,,,,
8.841,lost,,,,
8.854,lost,,,,
8.867,lost,,,,
8.881,lost,,,,
8.895,lost,,,,
8.907,lost,,,,
8.918,lost,,,,
8.931,lost,,,,
8.946,lost,,,,
8.958,lost,,,,
8.971,lost,,,,
8.984,lost,,,,
8.998,lost,,,,
9.009,lost,,,,
9.021,lost,,,,
9.033,lost,,,,
9.048,lost,,,,
9.060,lost,,,,
9.072,lost,,,,
9.083,lost,,,,
9.097,lost,,,,
9.110,lost,,,,
9.121,lost,,,,
9.133,lost,,,,
9.147,lost,,,,
9.160,lost,,,,
9.172,lost,,,,
9.183,lost,,,,
9.196,lost,,,,
9.209,lost,,,,
9.222,lost,,,,
9.234,lost,,,,
9.247,lost,,,,
9.261,lost,,,,
9.274,lost,,,,
9.285,lost,,,,
9.295,lost,,,,
9.309,lost,,,,
9.321,lost,,,,
9.334,lost,,,,
9.346,lost,,,,
9.363,lost,,,,
9.376,lost,,,,
9.386,lost,,,,
9.399,lost,,,,
9.414,lost,,,,
9.427,lost,,,,
9.438,lost,,,,
9.451,lost,,,,
9.463,lost,,,,
9.478,lost,,,,
9.490,lost,,,,
9.502,lost,,,,
9.517,lost,,,,
9.532,lost,,,,
9.543,lost,,,,
9.552,lost,,,,
9.564,lost,,,,
9.579,lost,,,,
9.592,lost,,,,
9.603,lost,,,,
9.616,lost,,,,
9.630,lost,,,,
9.642,lost,,,,
9.656,lost,,,,
9.667,lost,,,,
9.681,lost,,,,
9.694,lost,,,,
9.705,lost,,,,
9.717,lost,,,,
9.733,lost,,,,
9.746,lost,,,,
9.758,lost,,,,
9.772,lost,,,,
9.784,lost,,,,
9.798,lost,,,,
9.810,lost,,,,
9.820,lost,,,,
9.833,lost,,,,
9.847,lost,,,,
9.859,lost,,,,
9.872,lost,,,,
9.885,lost,,,,
9.898,lost,,,,
9.910,lost,,,,
9.922,lost,,,,
9.933,lost,,,,
9.947,lost,,,,
9.960,lost,,,,
9.972,lost,,,,
9.984,lost,,,,
9.997,lost,,,,
10.010,lost,,,,
10.022,lost,,,,
10.034,lost,,,,
10.049,lost,,,,
10.061,lost,,,,
10.073,lost,,,,
10.087,lost,,,,
10.099,lost,,,,
10.113,lost,,,,
10.126,lost,,,,
10.141,lost,,,,
10.156,lost,,,,
10.168,lost,,,,
10.179,lost,,,,
10.193,lost,,,,
10.207,lost,,,,
10.218,lost,,,,
10.229,lost,,,,
10.244,lost,,,,
10.257,lost,,,,
10.268,lost,,,,
10.279,lost,,,,
10.294,lost,,,,
10.308,lost,,,,
10.320,lost,,,,
10.331,lost,,,,
10.344,lost,,,,
10.359,lost,,,,
10.371,lost,,,,
10.384,lost,,,,
10.397,lost,,,,
10.411,lost,,,,
10.422,lost,,,,
10.434,lost,,,,
10.446,lost,,,,
10.462,lost,,,,
10.473,lost,,,,
10.486,lost,,,,
10.495,lost,,,,
10.509,lost,,,,
10.522,lost,,,,
10.534,lost,,,,
10.546,lost,,,,
10.560,lost,,,,
10.573,lost,,,,
10.585,lost,,,,
10.596,lost,,,,
10.610,lost,,,,
10.620,lost,,,,
10.631,lost,,,,
10.643,lost,,,,
10.658,lost,,,,
10.670,lost,,,,
10.682,lost,,,,
10.694,lost,,,,
10.709,lost,,,,
10.720,lost,,,,
10.730,lost,,,,
10.742,lost,,,,
10.756,lost,,,,
10.767,lost,,,,
10.780,lost,,,,
10.793,lost,,,,
10.807,lost,,,,
10.819,lost,,,,
10.830,lost,,,,
10.843,lost,,,,
10.855,lost,,,,
10.867,lost,,,,
10.879,lost,,,,
10.892,lost,,,,
10.905,lost,,,,
10.917,lost,,,,
10.928,lost,,,,
10.939,lost,,,,
10.950,lost,,,,
10.962,lost,,,,
10.976,lost,,,,
10.989,lost,,,,
11.003,lost,,,,
11.016,lost,,,,
11.028,lost,,,,
11.039,lost,,,,
11.049,lost,,,,
11.065,lost,,,,
11.078,lost,,,,
11.092,lost,,,,
11.105,lost,,,,
11.118,lost,,,,
11.129,lost,,,,
11.141,lost,,,,
11.153,lost,,,,
11.168,lost,,,,
11.179,lost,,,,
11.191,lost,,,,
11.206,lost,,,,
11.218,lost,,,,
11.230,lost,,,,
11.243,lost,,,,
11.256,lost,,,,
11.268,lost,,,,
11.279,lost,,,,
11.292,lost,,,,
11.306,lost,,,,
11.318,lost,,,,
11.330,lost,,,,
11.342,lost,,,,
11.356,lost,,,,
11.368,lost,,,,
11.379,lost,,,,
11.391,lost,,,,
11.405,lost,,,,
11.417,lost,,,,
11.431,lost,,,,
11.443,lost,,,,
11.458,lost,,,,
11.469,lost,,,,
11.482,lost,,,,
11.492,lost,,,,
11.506,lost,,,,
11.519,lost,,,,
11.531,lost,,,,
11.544,lost,,,,
11.558,lost,,,,
11.569,lost,,,,
11.583,lost,,,,
11.595,lost,,,,
11.609,lost,,,,
11.623,lost,,,,
11.635,lost,,,,
11.646,lost,,,,
11.657,lost,,,,
11.669,lost,,,,
11.683,lost,,,,
11.696,lost,,,,
11.708,lost,,,,
11.720,lost,,,,
11.732,lost,,,,
11.745,lost,,,,
11.757,lost,,,,
11.770,lost,,,,
11.783,lost,,,,
11.796,lost,,,,
11.810,lost,,,,
11.822,lost,,,,
11.833,lost,,,,
11.844,lost,,,,
11.856,lost,,,,
11.869,lost,,,,
11.881,lost,,,,
11.892,lost,,,,
11.904,lost,,,,
11.915,lost,,,,
11.929,lost,,,,
11.941,lost,,,,
11.952,lost,,,,
11.964,lost,,,,
11.977,lost,,,,
11.989,lost,,,,
12.000,lost,,,,
12.012,lost,,,,
12.028,lost,,,,
12.039,lost,,,,
12.052,lost,,,,
12.065,lost,,,,
12.080,lost,,,,
12.093,lost,,,,
12.103,lost,,,,
12.114,lost,,,,
12.128,lost,,,,
12.141,lost,,,,
12.152,lost,,,,
12.165,lost,,,,
12.179,lost,,,,
12.190,lost,,,,
12.201,lost,,,,
12.213,lost,,,,
12.228,lost,,,,
12.241,lost,,,,
12.252,lost,,,,
12.263,lost,,,,
12.275,lost,,,,
12.289,lost,,,,
12.301,lost,,,,
12.311,lost,,,,
12.325,lost,,,,
12.338,lost,,,,
12.349,lost,,,,
12.362,lost,,,,
12.376,lost,,,,
12.390,lost,,,,
12.402,lost,,,,
12.413,lost,,,,
12.427,lost,,,,
12.440,lost,,,,
12.452,lost,,,,
12.464,lost,,,,
12.475,lost,,,,
12.488,lost,,,,
12.501,lost,,,,
12.512,lost,,,,
12.526,lost,,,,
12.539,lost,,,,
12.551,lost,,,,
12.563,lost,,,,
12.574,lost,,,,
12.586,lost,,,,
12.600,lost,,,,
12.612,lost,,,,
12.624,lost,,,,
12.635,lost,,,,
12.647,lost,,,,
12.659,lost,,,,
12.669,lost,,,,
12.680,lost,,,,
12.692,lost,,,,
12.705,lost,,,,
12.716,lost,,,,
12.731,lost,,,,
12.744,lost,,,,
12.756,lost,,,,
12.768,lost,,,,
12.780,lost,,,,
12.794,lost,,,,
12.806,lost,,,,
12.818,lost,,,,
12.829,lost,,,,
12.844,lost,,,,
12.856,lost,,,,
12.868,lost,,,,
12.879,lost,,,,
12.893,lost,,,,
12.906,lost,,,,
12.917,lost,,,,
12.929,lost,,,,
12.944,lost,,,,
12.957,lost,,,,
12.968,lost,,,,
12.980,lost,,,,
12.995,lost,,,,
13.007,lost,,,,
13.018,lost,,,,
13.031,lost,,,,
13.046,lost,,,,
13.058,lost,,,,
13.068,lost,,,,
13.080,lost,,,,
13.093,lost,,,,
13.106,lost,,,,
13.118,lost,,,,
13.130,lost,,,,
13.144,lost,,,,
13.157,lost,,,,
13.168,lost,,,,
13.180,lost,,,,
13.195,lost,,,,
13.208,lost,,,,
13.217,lost,,,,
13.231,lost,,,,
13.246,lost,,,,
13.259,lost,,,,
13.271,lost,,,,
13.283,lost,,,,
13.297,lost,,,,
13.310,lost,,,,
13.323,lost,,,,
13.335,lost,,,,
13.348,lost,,,,
13.364,lost,,,,
13.377,lost,,,,
13.389,lost,,,,
13.401,lost,,,,
13.415,lost,,,,
13.428,lost,,,,
13.440,lost,,,,
13.451,lost,,,,
13.465,lost,,,,
13.480,lost,,,,
13.493,lost,,,,
13.506,lost,,,,
13.518,lost,,,,
13.530,lost,,,,
13.543,lost,,,,
13.557,lost,,,,
13.568,lost,,,,
13.580,lost,,,,
13.593,lost,,,,
13.605,lost,,,,
13.619,lost,,,,
13.631,lost,,,,
13.643,lost,,,,
13.654,lost,,,,
13.666,lost,,,,
13.681,lost,,,,
13.693,lost,,,,
13.706,lost,,,,
13.715,lost,,,,
13.732,lost,,,,
13.744,lost,,,,
13.756,lost,,,,
13.770,lost,,,,
13.782,lost,,,,
13.795,lost,,,,
13.807,lost,,,,
13.820,lost,,,,
13.834,lost,,,,
13.847,lost,,,,
13.860,lost,,,,
13.875,lost,,,,
13.886,lost,,,,
13.898,lost,,,,
13.910,lost,,,,
13.925,lost,,,,
13.938,lost,,,,
13.948,lost,,,,
13.963,lost,,,,
13.979,lost,,,,
13.992,lost,,,,
14.005,lost,,,,
14.018,lost,,,,
14.031,lost,,,,
14.041,lost,,,,
14.053,lost,,,,
14.064,lost,,,,
14.078,lost,,,,
14.089,lost,,,,
14.101,lost,,,,
14.114,lost,,,,
14.129,lost,,,,
14.141,lost,,,,
14.152,lost,,,,
14.166,lost,,,,
14.182,lost,,,,
14.193,lost,,,,
14.206,lost,,,,
14.218,lost,,,,
14.232,lost,,,,
14.242,lost,,,,
14.253,lost,,,,
14.265,lost,,,,
14.278,lost,,,,
14.292,lost,,,,
14.304,lost,,,,
14.315,lost,,,,
14.330,lost,,,,
14.344,lost,,,,
14.357,lost,,,,
14.368,lost,,,,
14.381,lost,,,,
14.393,lost,,,,
14.405,lost,,,,
14.415,lost,,,,
14.429,lost,,,,
14.443,lost,,,,
14.454,lost,,,,
14.466,lost,,,,
14.480,lost,,,,
14.491,lost,,,,
14.503,lost,,,,
14.514,lost,,,,
14.526,lost,,,,
14.539,lost,,,,
14.551,lost,,,,
14.564,lost,,,,
14.578,lost,,,,
14.592,lost,,,,
14.603,lost,,,,
14.616,lost,,,,
14.629,lost,,,,
14.644,lost,,,,
14.655,lost,,,,
14.668,lost,,,,
14.678,lost,,,,
14.692,lost,,,,
14.706,lost,,,,
14.718,lost,,,,
14.729,lost,,,,
14.743,lost,,,,
14.755,lost,,,,
14.766,lost,,,,
14.778,lost,,,,
14.793,lost,,,,
14.807,lost,,,,
14.818,lost,,,,
14.829,lost,,,,
14.842,lost,,,,
14.856,lost,,,,
14.868,lost,,,,
14.880,lost,,,,
14.894,lost,,,,
14.906,lost,,,,
14.916,lost,,,,
14.928,lost,,,,
14.944,lost,,,,
14.957,lost,,,,
14.970,lost,,,,
14.982,lost,,,,
14.996,lost,,,,
15.009,lost,,,,
15.020,lost,,,,
15.032,lost,,,,
15.047,lost,,,,
15.058,lost,,,,
15.070,lost,,,,
15.082,lost,,,,
15.094,lost,,,,
15.107,lost,,,,
15.119,lost,,,,
15.131,lost,,,,
15.143,lost,,,,
15.157,lost,,,,
15.168,lost,,,,
15.180,lost,,,,
15.194,lost,,,,
15.207,lost,,,,
15.219,lost,,,,
15.231,lost,,,,
15.244,lost,,,,
15.258,lost,,,,
15.271,lost,,,,
15.283,lost,,,,
15.296,lost,,,,
15.311,lost,,,,
15.324,lost,,,,
15.335,lost,,,,
15.346,lost,,,,
15.360,lost,,,,
15.374,lost,,,,
15.386,lost,,,,
15.397,lost,,,,
15.412,lost,,,,
15.424,lost,,,,
15.435,lost,,,,
15.446,lost,,,,
15.462,lost,,,,
15.475,lost,,,,
15.487,lost,,,,
15.500,lost,,,,
15.514,lost,,,,
15.526,lost,,,,
15.539,lost,,,,
15.553,lost,,,,
15.565,lost,,,,
15.576,lost,,,,
15.588,lost,,,,
15.601,lost,,,,
15.614,lost,,,,
15.626,lost,,,,
15.639,lost,,,,
15.652,lost,,,,
15.665,lost,,,,
15.676,lost,,,,
15.686,lost,,,,
15.697,lost,,,,
15.710,lost,,,,
15.723,lost,,,,
15.733,lost,,,,
15.744,lost,,,,
15.757,lost,,,,
15.770,lost,,,,
15.783,lost,,,,
15.797,lost,,,,
15.809,lost,,,,
15.822,lost,,,,
15.835,lost,,,,
15.848,lost,,,,
15.863,lost,,,,
15.878,lost,,,,
15.891,lost,,,,
15.902,lost,,,,
15.914,lost,,,,
15.930,lost,,,,
15.943,lost,,,,
15.956,lost,,,,
15.970,lost,,,,
15.983,lost,,,,
15.996,lost,,,,
16.008,lost,,,,
16.024,lost,,,,
16.036,lost,,,,
16.048,lost,,,,
16.060,lost,,,,
16.075,lost,,,,
16.086,lost,,,,
16.099,lost,,,,
16.111,lost,,,,
16.124,lost,,,,
16.139,lost,,,,
16.151,lost,,,,
16.166,lost,,,,
16.178,lost,,,,
16.190,lost,,,,
16.200,lost,,,,
16.213,lost,,,,
16.227,lost,,,,
16.240,lost,,,,
16.252,lost,,,,
16.264,lost,,,,
16.277,lost,,,,
16.290,lost,,,,
16.301,lost,,,,
16.313,lost,,,,
16.327,lost,,,,
16.340,lost,,,,
16.351,lost,,,,
16.364,lost,,,,
16.377,lost,,,,
16.388,lost,,,,
16.402,lost,,,,
16.413,lost,,,,
16.426,lost,,,,
16.440,lost,,,,
16.452,lost,,,,
16.465,lost,,,,
16.475,lost,,,,
16.488,lost,,,,
16.502,lost,,,,
16.514,lost,,,,
16.526,lost,,,,
16.541,lost,,,,
16.552,lost,,,,
16.566,lost,,,,
16.579,lost,,,,
16.593,lost,,,,
16.604,lost,,,,
16.617,lost,,,,
16.629,lost,,,,
16.643,lost,,,,
16.656,lost,,,,
16.667,lost,,,,
16.680,lost,,,,
16.694,lost,,,,
16.707,lost,,,,
16.719,lost,,,,
16.731,lost,,,,
16.744,lost,,,,
16.757,lost,,,,
16.769,lost,,,,
16.780,lost,,,,
16.794,lost,,,,
16.806,lost,,,,
16.817,lost,,,,
16.830,lost,,,,
16.843,lost,,,,
16.857,lost,,,,
16.869,lost,,,,
16.881,lost,,,,
16.895,lost,,,,
16.908,lost,,,,
16.919,lost,,,,
16.931,lost,,,,
16.945,lost,,,,
16.958,lost,,,,
16.970,lost,,,,
16.983,lost,,,,
16.997,lost,,,,
17.010,lost,,,,
17.022,lost,,,,
17.035,lost,,,,
17.049,lost,,,,
17.059,lost,,,,
17.070,lost,,,,
17.084,lost,,,,
17.098,lost,,,,
17.111,lost,,,,
17.122,lost,,,,
17.135,lost,,,,
17.149,lost,,,,
17.161,lost,,,,
17.173,lost,,,,
17.185,lost,,,,
17.198,lost,,,,
17.212,lost,,,,
17.224,lost,,,,
17.236,lost,,,,
17.248,lost,,,,
17.264,lost,,,,
17.277,lost,,,,
17.289,lost,,,,
17.302,lost,,,,
17.314,lost,,,,
17.325,lost,,,,
17.336,lost,,,,
17.347,lost,,,,
17.362,lost,,,,
17.375,lost,,,,
17.386,lost,,,,
17.399,lost,,,,
17.413,lost,,,,
17.425,lost,,,,
17.437,lost,,,,
17.451,lost,,,,
17.465,lost,,,,
17.476,lost,,,,
17.489,lost,,,,
17.502,lost,,,,
17.515,lost,,,,
17.527,lost,,,,
17.539,lost,,,,
17.553,lost,,,,
17.565,lost,,,,
17.577,lost,,,,
17.589,lost,,,,
17.601,lost,,,,
17.615,lost,,,,
17.627,lost,,,,
17.639,lost,,,,
17.651,lost,,,,
17.665,lost,,,,
17.677,lost,,,,
17.689,lost,,,,
17.703,lost,,,,
17.714,lost,,,,
17.727,lost,,,,
17.738,lost,,,,
17.750,lost,,,,
17.765,lost,,,,
17.777,lost,,,,
17.789,lost,,,,
17.801,lost,,,,
17.816,lost,,,,
17.829,lost,,,,
17.842,lost,,,,
17.855,lost,,,,
17.871,lost,,,,
17.882,lost,,,,
17.892,lost,,,,
17.907,lost,,,,
17.919,lost,,,,
17.930,lost,,,,
17.941,lost,,,,
17.955,lost,,,,
17.968,lost,,,,
17.979,lost,,,,
17.991,lost,,,,
18.002,lost,,,,
18.012,lost,,,,
18.026,lost,,,,
18.040,lost,,,,
18.052,lost,,,,
18.066,lost,,,,
18.079,lost,,,,
18.090,lost,,,,
18.102,lost,,,,
18.114,lost,,,,
18.129,lost,,,,
18.141,lost,,,,
18.152,lost,,,,
18.165,lost,,,,
18.179,lost,,,,
18.191,lost,,,,
18.203,lost,,,,
18.216,lost,,,,
18.230,lost,,,,
18.243,lost,,,,
18.256,lost,,,,
18.268,lost,,,,
18.282,lost,,,,
18.295,lost,,,,
18.306,lost,,,,
18.319,lost,,,,
18.331,lost,,,,
18.344,lost,,,,
18.353,lost,,,,
18.365,lost,,,,
18.378,lost,,,,
18.391,lost,,,,
18.403,lost,,,,
18.415,lost,,,,
18.428,lost,,,,
18.441,lost,,,,
18.452,lost,,,,
18.464,lost,,,,
18.479,lost,,,,
18.492,lost,,,,
18.502,lost,,,,
18.515,lost,,,,
18.528,lost,,,,
18.541,lost,,,,
18.553,lost,,,,
18.563,lost,,,,
18.577,lost,,,,
18.592,lost,,,,
18.604,lost,,,,
18.615,lost,,,,
