elapsed_s,event,body_x,body_y,dist,tags_used
11.399,lost,,,,
11.409,lost,,,,
11.421,lost,,,,
11.436,lost,,,,
11.450,lost,,,,
11.462,lost,,,,
11.475,lost,,,,
11.487,lost,,,,
11.498,lost,,,,
11.509,lost,,,,
11.522,lost,,,,
11.536,lost,,,,
11.548,lost,,,,
11.559,lost,,,,
11.573,lost,,,,
11.585,lost,,,,
11.596,lost,,,,
11.607,lost,,,,
11.619,lost,,,,
11.632,lost,,,,
11.646,lost,,,,
11.658,lost,,,,
11.671,lost,,,,
11.685,lost,,,,
11.697,lost,,,,
11.709,lost,,,,
11.720,lost,,,,
11.735,lost,,,,
11.748,lost,,,,
11.762,lost,,,,
11.774,lost,,,,
11.786,lost,,,,
11.800,lost,,,,
11.812,lost,,,,
11.824,lost,,,,
11.836,lost,,,,
11.850,lost,,,,
11.862,lost,,,,
11.874,lost,,,,
11.885,lost,,,,
11.897,lost,,,,
11.911,lost,,,,
11.924,lost,,,,
11.937,lost,,,,
11.950,lost,,,,
11.962,lost,,,,
11.974,lost,,,,
11.987,lost,,,,
12.001,lost,,,,
12.012,lost,,,,
12.023,lost,,,,
12.035,lost,,,,
12.049,lost,,,,
12.061,lost,,,,
12.073,lost,,,,
12.084,lost,,,,
12.099,lost,,,,
12.112,lost,,,,
12.121,lost,,,,
12.132,lost,,,,
12.144,lost,,,,
12.158,lost,,,,
12.170,lost,,,,
12.182,lost,,,,
12.196,lost,,,,
12.209,lost,,,,
12.223,lost,,,,
12.236,lost,,,,
12.250,lost,,,,
12.264,lost,,,,
12.276,lost,,,,
12.288,lost,,,,
12.302,lost,,,,
12.315,lost,,,,
12.326,lost,,,,
12.338,lost,,,,
12.349,lost,,,,
12.364,lost,,,,
12.376,lost,,,,
12.388,lost,,,,
12.401,lost,,,,
12.415,lost,,,,
12.427,lost,,,,
12.438,lost,,,,
12.449,lost,,,,
12.462,lost,,,,
12.473,lost,,,,
12.486,lost,,,,
12.499,lost,,,,
12.510,lost,,,,
12.522,lost,,,,
12.533,lost,,,,
12.544,lost,,,,
12.558,lost,,,,
12.568,lost,,,,
12.580,lost,,,,
12.591,lost,,,,
12.603,lost,,,,
12.617,lost,,,,
12.629,lost,,,,
12.640,lost,,,,
12.652,lost,,,,
12.667,lost,,,,
12.679,lost,,,,
12.690,lost,,,,
12.702,lost,,,,
12.717,lost,,,,
12.729,lost,,,,
12.741,lost,,,,
12.752,lost,,,,
12.767,lost,,,,
12.779,lost,,,,
12.790,lost,,,,
12.803,lost,,,,
12.816,lost,,,,
12.829,lost,,,,
12.841,lost,,,,
12.851,lost,,,,
12.862,lost,,,,
12.875,lost,,,,
12.886,lost,,,,
12.898,lost,,,,
12.908,lost,,,,
12.920,lost,,,,
12.934,lost,,,,
12.948,lost,,,,
12.958,lost,,,,
12.970,lost,,,,
12.983,lost,,,,
12.996,lost,,,,
13.006,lost,,,,
13.019,lost,,,,
13.032,lost,,,,
13.043,lost,,,,
13.055,lost,,,,
13.067,lost,,,,
13.080,lost,,,,
13.091,lost,,,,
13.102,lost,,,,
13.113,lost,,,,
13.126,lost,,,,
13.140,lost,,,,
13.152,lost,,,,
13.165,lost,,,,
13.179,lost,,,,
13.191,lost,,,,
13.202,lost,,,,
13.214,lost,,,,
13.225,lost,,,,
13.236,lost,,,,
13.252,lost,,,,
13.266,lost,,,,
13.278,lost,,,,
13.288,lost,,,,
13.303,lost,,,,
13.315,lost,,,,
13.325,lost,,,,
13.337,lost,,,,
13.350,lost,,,,
13.362,lost,,,,
13.374,lost,,,,
13.385,lost,,,,
13.398,lost,,,,
13.410,lost,,,,
13.423,lost,,,,
13.436,lost,,,,
13.448,lost,,,,
13.460,lost,,,,
13.472,lost,,,,
13.485,lost,,,,
13.500,lost,,,,
13.511,lost,,,,
13.523,lost,,,,
13.537,lost,,,,
13.550,lost,,,,
13.562,lost,,,,
13.573,lost,,,,
13.584,lost,,,,
13.597,lost,,,,
13.608,lost,,,,
13.620,lost,,,,
13.633,lost,,,,
13.647,lost,,,,
13.659,lost,,,,
13.670,lost,,,,
13.680,lost,,,,
13.695,lost,,,,
13.708,lost,,,,
13.723,lost,,,,
13.735,lost,,,,
13.748,lost,,,,
13.761,lost,,,,
13.773,lost,,,,
13.784,lost,,,,
13.799,lost,,,,
13.812,lost,,,,
13.824,lost,,,,
13.836,lost,,,,
13.850,lost,,,,
13.863,lost,,,,
13.875,lost,,,,
13.886,lost,,,,
13.900,lost,,,,
13.912,lost,,,,
13.923,lost,,,,
13.934,lost,,,,
13.946,lost,,,,
13.960,lost,,,,
13.971,lost,,,,
13.984,lost,,,,
13.996,lost,,,,
14.007,lost,,,,
14.019,lost,,,,
14.031,lost,,,,
14.046,lost,,,,
14.058,lost,,,,
14.071,lost,,,,
14.083,lost,,,,
14.094,lost,,,,
14.104,lost,,,,
14.116,lost,,,,
14.128,lost,,,,
14.140,lost,,,,
14.154,lost,,,,
14.170,lost,,,,
14.183,lost,,,,
14.194,lost,,,,
14.205,lost,,,,
14.218,lost,,,,
14.230,lost,,,,
14.242,lost,,,,
14.254,lost,,,,
14.269,lost,,,,
14.284,lost,,,,
14.296,lost,,,,
14.309,lost,,,,
14.321,lost,,,,
14.333,lost,,,,
14.345,lost,,,,
14.358,lost,,,,
14.371,lost,,,,
14.383,lost,,,,
14.395,lost,,,,
14.409,lost,,,,
14.422,lost,,,,
14.434,lost,,,,
14.446,lost,,,,
14.457,lost,,,,
14.470,lost,,,,
14.483,lost,,,,
14.496,lost,,,,
14.508,lost,,,,
14.520,lost,,,,
14.531,lost,,,,
14.544,lost,,,,
14.557,lost,,,,
14.570,lost,,,,
14.583,lost,,,,
14.595,lost,,,,
14.607,lost,,,,
14.621,lost,,,,
14.634,lost,,,,
14.645,lost,,,,
14.657,lost,,,,
14.671,lost,,,,
14.682,lost,,,,
14.693,lost,,,,
14.703,lost,,,,
14.715,lost,,,,
14.728,lost,,,,
14.741,lost,,,,
14.753,lost,,,,
14.768,lost,,,,
14.780,lost,,,,
14.791,lost,,,,
14.803,lost,,,,
14.815,lost,,,,
14.829,lost,,,,
14.841,lost,,,,
14.853,lost,,,,
14.866,lost,,,,
14.878,lost,,,,
14.888,lost,,,,
14.899,lost,,,,
14.911,lost,,,,
14.923,lost,,,,
14.936,lost,,,,
14.948,lost,,,,
14.961,lost,,,,
14.974,lost,,,,
14.986,lost,,,,
14.998,lost,,,,
15.008,lost,,,,
15.020,lost,,,,
15.035,lost,,,,
15.049,lost,,,,
15.059,lost,,,,
15.070,lost,,,,
15.085,lost,,,,
15.097,lost,,,,
15.109,lost,,,,
15.120,lost,,,,
15.135,lost,,,,
15.147,lost,,,,
15.158,lost,,,,
15.170,lost,,,,
15.186,lost,,,,
15.198,lost,,,,
15.209,lost,,,,
15.221,lost,,,,
15.233,lost,,,,
15.248,lost,,,,
15.262,lost,,,,
15.276,lost,,,,
15.288,lost,,,,
15.301,lost,,,,
15.312,lost,,,,
15.326,lost,,,,
15.340,lost,,,,
15.352,lost,,,,
15.364,lost,,,,
15.377,lost,,,,
15.388,lost,,,,
15.400,lost,,,,
15.412,lost,,,,
15.424,lost,,,,
15.437,lost,,,,
15.449,lost,,,,
15.460,lost,,,,
15.472,lost,,,,
15.486,lost,,,,
15.499,lost,,,,
15.509,lost,,,,
15.523,lost,,,,
15.538,lost,,,,
15.552,lost,,,,
15.565,lost,,,,
15.578,lost,,,,
15.588,lost,,,,
15.603,lost,,,,
15.616,lost,,,,
15.629,lost,,,,
15.643,lost,,,,
15.656,lost,,,,
15.667,lost,,,,
15.679,lost,,,,
15.692,lost,,,,
15.704,lost,,,,
15.716,lost,,,,
15.728,lost,,,,
15.742,lost,,,,
15.754,lost,,,,
15.767,lost,,,,
15.779,lost,,,,
15.790,lost,,,,
15.804,lost,,,,
15.816,lost,,,,
15.828,lost,,,,
15.841,lost,,,,
15.854,lost,,,,
15.866,lost,,,,
15.878,lost,,,,
15.891,lost,,,,
15.905,lost,,,,
15.916,lost,,,,
15.927,lost,,,,
15.939,lost,,,,
15.952,lost,,,,
15.965,lost,,,,
15.975,lost,,,,
15.986,lost,,,,
16.000,lost,,,,
16.013,lost,,,,
16.025,lost,,,,
16.038,lost,,,,
16.053,lost,,,,
16.066,lost,,,,
16.076,lost,,,,
16.089,lost,,,,
16.101,lost,,,,
16.114,lost,,,,
16.128,lost,,,,
16.139,lost,,,,
16.152,lost,,,,
16.167,lost,,,,
16.180,lost,,,,
16.191,lost,,,,
16.203,lost,,,,
16.218,lost,,,,
16.231,lost,,,,
16.245,lost,,,,
16.259,lost,,,,
16.272,lost,,,,
16.283,lost,,,,
16.295,lost,,,,
16.307,lost,,,,
16.321,lost,,,,
16.332,lost,,,,
16.342,lost,,,,
16.353,lost,,,,
16.366,lost,,,,
16.382,lost,,,,
16.393,lost,,,,
16.406,lost,,,,
16.420,lost,,,,
16.433,lost,,,,
16.444,lost,,,,
16.456,lost,,,,
16.470,lost,,,,
16.483,lost,,,,
16.495,lost,,,,
16.506,lost,,,,
16.520,lost,,,,
16.534,lost,,,,
16.546,lost,,,,
16.557,lost,,,,
16.570,lost,,,,
16.583,lost,,,,
16.594,lost,,,,
16.606,lost,,,,
16.618,lost,,,,
16.631,lost,,,,
16.643,lost,,,,
16.655,lost,,,,
16.671,lost,,,,
16.683,lost,,,,
16.694,lost,,,,
16.705,lost,,,,
16.717,lost,,,,
16.732,lost,,,,
16.745,lost,,,,
16.757,lost,,,,
16.769,lost,,,,
16.782,lost,,,,
16.794,lost,,,,
16.806,lost,,,,
16.820,lost,,,,
16.833,lost,,,,
16.844,lost,,,,
16.855,lost,,,,
16.866,lost,,,,
16.879,lost,,,,
16.893,lost,,,,
16.904,lost,,,,
16.916,lost,,,,
16.928,lost,,,,
16.941,lost,,,,
16.954,lost,,,,
16.967,lost,,,,
16.982,lost,,,,
16.995,lost,,,,
17.008,lost,,,,
17.020,lost,,,,
17.033,lost,,,,
17.044,lost,,,,
17.055,lost,,,,
17.067,lost,,,,
17.080,lost,,,,
17.091,lost,,,,
17.103,lost,,,,
17.114,lost,,,,
17.128,lost,,,,
17.140,lost,,,,
17.153,lost,,,,
17.166,lost,,,,
17.181,lost,,,,
17.192,lost,,,,
17.203,lost,,,,
17.216,lost,,,,
17.228,lost,,,,
17.240,lost,,,,
17.253,lost,,,,
17.264,lost,,,,
17.279,lost,,,,
17.291,lost,,,,
17.303,lost,,,,
17.315,lost,,,,
17.326,lost,,,,
17.337,lost,,,,
17.349,lost,,,,
17.362,lost,,,,
17.374,lost,,,,
17.387,lost,,,,
17.402,lost,,,,
17.413,lost,,,,
17.423,lost,,,,
17.434,lost,,,,
17.447,lost,,,,
17.459,lost,,,,
17.470,lost,,,,
17.482,lost,,,,
17.495,lost,,,,
17.507,lost,,,,
17.519,lost,,,,
17.532,lost,,,,
17.544,lost,,,,
17.558,lost,,,,
17.569,lost,,,,
17.582,lost,,,,
17.598,lost,,,,
17.609,lost,,,,
17.621,lost,,,,
17.632,lost,,,,
17.644,lost,,,,
17.658,lost,,,,
17.670,lost,,,,
17.683,lost,,,,
17.696,lost,,,,
17.708,lost,,,,
17.720,lost,,,,
17.732,lost,,,,
17.745,lost,,,,
17.758,lost,,,,
17.770,lost,,,,
17.783,lost,,,,
17.796,lost,,,,
17.808,lost,,,,
17.820,lost,,,,
17.832,lost,,,,
17.846,lost,,,,
17.858,lost,,,,
17.870,lost,,,,
17.882,lost,,,,
17.894,lost,,,,
17.907,lost,,,,
17.920,lost,,,,
17.932,lost,,,,
17.943,lost,,,,
17.957,lost,,,,
17.970,lost,,,,
17.982,lost,,,,
17.993,lost,,,,
18.005,lost,,,,
18.021,lost,,,,
18.033,lost,,,,
18.044,lost,,,,
18.057,lost,,,,
18.070,lost,,,,
18.083,lost,,,,
18.094,lost,,,,
18.107,lost,,,,
18.120,lost,,,,
18.134,lost,,,,
18.146,lost,,,,
18.158,lost,,,,
18.170,lost,,,,
18.183,lost,,,,
18.195,lost,,,,
18.207,lost,,,,
18.221,lost,,,,
18.234,lost,,,,
18.248,lost,,,,
18.258,lost,,,,
18.272,lost,,,,
18.286,lost,,,,
18.300,lost,,,,
18.312,lost,,,,
18.325,lost,,,,
18.338,lost,,,,
18.350,lost,,,,
18.360,lost,,,,
18.371,lost,,,,
18.383,lost,,,,
18.398,lost,,,,
18.410,lost,,,,
18.423,lost,,,,
18.434,lost,,,,
18.446,lost,,,,
18.456,lost,,,,
18.468,lost,,,,
18.482,lost,,,,
18.494,lost,,,,
18.507,lost,,,,
18.520,lost,,,,
18.532,lost,,,,
18.547,lost,,,,
18.559,lost,,,,
18.572,lost,,,,
18.584,lost,,,,
18.599,lost,,,,
18.612,lost,,,,
18.624,lost,,,,
18.635,lost,,,,
18.649,lost,,,,
18.663,lost,,,,
18.675,lost,,,,
18.688,lost,,,,
18.700,lost,,,,
18.714,lost,,,,
18.727,lost,,,,
18.739,lost,,,,
18.752,lost,,,,
18.767,lost,,,,
18.779,lost,,,,
18.792,lost,,,,
18.805,lost,,,,
18.819,lost,,,,
18.830,lost,,,,
18.840,lost,,,,
18.851,lost,,,,
18.866,lost,,,,
18.879,lost,,,,
18.891,lost,,,,
18.903,lost,,,,
18.917,lost,,,,
18.929,lost,,,,
18.940,lost,,,,
18.952,lost,,,,
18.965,lost,,,,
18.978,lost,,,,
18.991,lost,,,,
19.004,lost,,,,
19.018,lost,,,,
19.031,lost,,,,
19.045,lost,,,,
19.056,lost,,,,
19.068,lost,,,,
19.080,lost,,,,
19.093,lost,,,,
19.104,lost,,,,
19.118,lost,,,,
19.133,lost,,,,
19.145,lost,,,,
19.157,lost,,,,
19.169,lost,,,,
19.182,lost,,,,
19.194,lost,,,,
19.206,lost,,,,
19.218,lost,,,,
19.233,lost,,,,
19.245,lost,,,,
19.257,lost,,,,
19.271,lost,,,,
19.285,lost,,,,
19.297,lost,,,,
19.308,lost,,,,
19.320,lost,,,,
19.333,lost,,,,
19.346,lost,,,,
19.358,lost,,,,
19.371,lost,,,,
19.385,lost,,,,
19.397,lost,,,,
19.408,lost,,,,
19.421,lost,,,,
19.434,lost,,,,
19.446,lost,,,,
19.459,lost,,,,
19.471,lost,,,,
19.485,lost,,,,
19.497,lost,,,,
19.509,lost,,,,
19.521,lost,,,,
19.538,lost,,,,
19.552,lost,,,,
19.563,lost,,,,
19.574,lost,,,,
19.588,lost,,,,
19.602,lost,,,,
19.613,lost,,,,
19.625,lost,,,,
19.637,lost,,,,
19.653,lost,,,,
19.664,lost,,,,
19.676,lost,,,,
19.687,lost,,,,
19.700,lost,,,,
19.713,lost,,,,
19.725,lost,,,,
19.737,lost,,,,
19.753,lost,,,,
19.765,lost,,,,
19.777,lost,,,,
19.792,lost,,,,
19.803,lost,,,,
19.816,lost,,,,
19.828,lost,,,,
19.840,lost,,,,
19.855,lost,,,,
19.867,lost,,,,
19.878,lost,,,,
19.891,lost,,,,
19.905,lost,,,,
19.916,lost,,,,
19.928,lost,,,,
19.941,lost,,,,
19.955,lost,,,,
19.969,lost,,,,
19.981,lost,,,,
19.995,lost,,,,
20.007,lost,,,,
20.018,lost,,,,
20.029,lost,,,,
20.041,lost,,,,
20.056,lost,,,,
20.067,lost,,,,
20.079,lost,,,,
20.091,lost,,,,
20.104,lost,,,,
20.116,lost,,,,
20.126,lost,,,,
20.138,lost,,,,
20.153,lost,,,,
20.167,lost,,,,
20.179,lost,,,,
20.190,lost,,,,
20.201,lost,,,,
20.215,lost,,,,
20.228,lost,,,,
20.240,lost,,,,
20.252,lost,,,,
20.265,lost,,,,
20.278,lost,,,,
20.291,lost,,,,
20.303,lost,,,,
20.316,lost,,,,
20.329,lost,,,,
20.341,lost,,,,
20.352,lost,,,,
20.367,lost,,,,
20.380,lost,,,,
20.391,lost,,,,
20.405,lost,,,,
20.417,lost,,,,
20.431,lost,,,,
20.442,lost,,,,
20.455,lost,,,,
20.469,lost,,,,
20.481,lost,,,,
20.493,lost,,,,
20.505,lost,,,,
20.519,lost,,,,
20.531,lost,,,,
20.542,lost,,,,
20.554,lost,,,,
20.568,lost,,,,
20.580,lost,,,,
20.594,lost,,,,
20.606,lost,,,,
20.618,lost,,,,
20.631,lost,,,,
20.643,lost,,,,
20.654,lost,,,,
20.667,lost,,,,
20.680,lost,,,,
20.692,lost,,,,
20.704,lost,,,,
20.717,lost,,,,
20.730,lost,,,,
20.745,lost,,,,
20.758,lost,,,,
20.772,lost,,,,
20.787,lost,,,,
20.800,lost,,,,
20.812,lost,,,,
20.825,lost,,,,
20.838,lost,,,,
20.848,lost,,,,
20.860,lost,,,,
20.874,lost,,,,
20.887,lost,,,,
20.900,lost,,,,
20.912,lost,,,,
20.924,lost,,,,
20.937,lost,,,,
20.951,lost,,,,
20.964,lost,,,,
20.977,lost,,,,
20.990,lost,,,,
21.002,lost,,,,
21.015,lost,,,,
21.029,lost,,,,
21.041,lost,,,,
21.053,lost,,,,
21.066,lost,,,,
21.079,lost,,,,
21.093,lost,,,,
21.104,lost,,,,
21.116,lost,,,,
21.130,lost,,,,
21.142,lost,,,,
21.154,lost,,,,
21.166,lost,,,,
21.181,lost,,,,
21.192,lost,,,,
21.202,lost,,,,
21.214,lost,,,,
21.227,lost,,,,
21.240,lost,,,,
21.253,lost,,,,
21.264,lost,,,,
21.277,lost,,,,
21.289,lost,,,,
21.300,lost,,,,
21.313,lost,,,,
21.327,lost,,,,
21.338,lost,,,,
21.351,lost,,,,
21.363,lost,,,,
21.375,lost,,,,
21.389,lost,,,,
21.403,lost,,,,
21.417,lost,,,,
21.431,lost,,,,
21.444,lost,,,,
21.456,lost,,,,
21.468,lost,,,,
21.483,lost,,,,
21.496,lost,,,,
21.507,lost,,,,
21.519,lost,,,,
21.534,lost,,,,
21.547,lost,,,,
21.559,lost,,,,
21.570,lost,,,,
21.583,lost,,,,
21.599,lost,,,,
21.611,lost,,,,
21.622,lost,,,,
21.635,lost,,,,
21.649,lost,,,,
21.661,lost,,,,
21.673,lost,,,,
21.684,lost,,,,
21.696,lost,,,,
21.709,lost,,,,
21.720,lost,,,,
21.731,lost,,,,
21.744,lost,,,,
21.754,lost,,,,
21.766,lost,,,,
21.779,lost,,,,
21.793,lost,,,,
21.805,lost,,,,
21.818,lost,,,,
21.831,lost,,,,
21.846,lost,,,,
21.858,lost,,,,
21.870,lost,,,,
21.882,lost,,,,
21.896,lost,,,,
21.908,lost,,,,
21.921,lost,,,,
21.933,lost,,,,
21.946,lost,,,,
21.957,lost,,,,
21.970,lost,,,,
21.982,lost,,,,
21.996,lost,,,,
22.008,lost,,,,
22.020,lost,,,,
22.032,lost,,,,
22.045,lost,,,,
22.058,lost,,,,
22.071,lost,,,,
22.083,lost,,,,
22.098,lost,,,,
22.111,lost,,,,
22.123,lost,,,,
22.137,lost,,,,
22.150,lost,,,,
22.162,lost,,,,
22.174,lost,,,,
22.186,lost,,,,
22.198,lost,,,,
22.213,lost,,,,
22.225,lost,,,,
22.236,lost,,,,
22.250,lost,,,,
22.264,lost,,,,
22.276,lost,,,,
22.288,lost,,,,
22.301,lost,,,,
22.315,lost,,,,
22.331,lost,,,,
22.346,lost,,,,
22.358,lost,,,,
22.370,lost,,,,
22.383,lost,,,,
22.393,lost,,,,
22.406,lost,,,,
22.421,lost,,,,
22.433,lost,,,,
22.445,lost,,,,
22.459,lost,,,,
22.472,lost,,,,
22.483,lost,,,,
22.494,lost,,,,
22.507,lost,,,,
22.519,lost,,,,
22.532,lost,,,,
22.544,lost,,,,
22.557,lost,,,,
22.569,lost,,,,
22.580,lost,,,,
22.591,lost,,,,
22.602,lost,,,,
22.617,lost,,,,
22.632,lost,,,,
22.643,lost,,,,
22.655,lost,,,,
22.672,lost,,,,
22.684,lost,,,,
22.697,lost,,,,
22.710,lost,,,,
22.724,lost,,,,
22.738,lost,,,,
22.750,lost,,,,
22.762,lost,,,,
22.775,lost,,,,
22.789,lost,,,,
22.801,lost,,,,
22.814,lost,,,,
22.827,lost,,,,
22.839,lost,,,,
22.852,lost,,,,
22.864,lost,,,,
22.877,lost,,,,
22.889,lost,,,,
22.902,lost,,,,
22.914,lost,,,,
22.927,lost,,,,
22.940,lost,,,,
22.953,lost,,,,
22.965,lost,,,,
22.981,lost,,,,
22.993,lost,,,,
23.004,lost,,,,
23.015,lost,,,,
23.029,lost,,,,
23.041,lost,,,,
23.054,lost,,,,
23.066,lost,,,,
23.076,lost,,,,
23.087,lost,,,,
23.102,lost,,,,
23.115,lost,,,,
23.127,lost,,,,
23.137,lost,,,,
23.150,lost,,,,
23.163,lost,,,,
23.175,lost,,,,
23.189,lost,,,,
23.202,lost,,,,
23.214,lost,,,,
23.226,lost,,,,
23.239,lost,,,,
23.253,lost,,,,
23.265,lost,,,,
23.277,lost,,,,
23.290,lost,,,,
23.305,lost,,,,
23.319,lost,,,,
23.333,lost,,,,
23.347,lost,,,,
23.359,lost,,,,
23.371,lost,,,,
23.383,lost,,,,
23.395,lost,,,,
23.407,lost,,,,
23.422,lost,,,,
23.435,lost,,,,
23.448,lost,,,,
23.460,lost,,,,
23.471,lost,,,,
23.484,lost,,,,
23.494,lost,,,,
23.509,lost,,,,
23.521,lost,,,,
23.533,lost,,,,
23.545,lost,,,,
23.558,lost,,,,
23.570,lost,,,,
23.582,lost,,,,
23.595,lost,,,,
23.608,lost,,,,
23.621,lost,,,,
23.633,lost,,,,
23.645,lost,,,,
23.658,lost,,,,
23.670,lost,,,,
23.684,lost,,,,
23.698,lost,,,,
23.712,lost,,,,
23.725,lost,,,,
23.737,lost,,,,
23.750,lost,,,,
23.765,lost,,,,
23.778,lost,,,,
23.790,lost,,,,
23.802,lost,,,,
23.816,lost,,,,
23.829,lost,,,,
23.841,lost,,,,
23.853,lost,,,,
23.866,lost,,,,
23.878,lost,,,,
23.890,lost,,,,
23.903,lost,,,,
23.917,lost,,,,
23.932,lost,,,,
23.942,lost,,,,
23.953,lost,,,,
23.966,lost,,,,
23.978,lost,,,,
23.990,lost,,,,
24.002,lost,,,,
24.015,lost,,,,
24.028,lost,,,,
24.040,lost,,,,
24.053,lost,,,,
24.066,lost,,,,
24.081,lost,,,,
24.094,lost,,,,
24.106,lost,,,,
24.117,lost,,,,
24.130,lost,,,,
24.143,lost,,,,
24.154,lost,,,,
24.167,lost,,,,
24.179,lost,,,,
24.191,lost,,,,
24.204,lost,,,,
24.216,lost,,,,
24.228,lost,,,,
24.242,lost,,,,
24.254,lost,,,,
24.267,lost,,,,
24.280,lost,,,,
24.296,lost,,,,
24.308,lost,,,,
24.319,lost,,,,
24.331,lost,,,,
24.344,lost,,,,
24.356,lost,,,,
24.369,lost,,,,
