elapsed_s,event,body_x,body_y,dist,tags_used
7.449,lost,,,,
7.461,lost,,,,
7.473,lost,,,,
7.488,lost,,,,
7.501,lost,,,,
7.513,lost,,,,
7.526,lost,,,,
7.540,lost,,,,
7.552,lost,,,,
7.566,lost,,,,
7.579,lost,,,,
7.592,lost,,,,
7.606,lost,,,,
7.619,lost,,,,
7.635,lost,,,,
7.646,lost,,,,
7.659,lost,,,,
7.671,lost,,,,
7.686,lost,,,,
7.698,lost,,,,
7.710,lost,,,,
7.724,lost,,,,
7.739,lost,,,,
7.753,lost,,,,
7.777,lost,,,,
7.790,lost,,,,
7.803,lost,,,,
7.816,lost,,,,
7.832,lost,,,,
7.844,lost,,,,
7.858,lost,,,,
7.871,lost,,,,
7.887,lost,,,,
7.902,lost,,,,
7.913,lost,,,,
7.927,lost,,,,
7.942,lost,,,,
7.955,lost,,,,
7.968,lost,,,,
7.980,lost,,,,
7.994,lost,,,,
8.007,lost,,,,
8.021,lost,,,,
8.037,lost,,,,
8.050,lost,,,,
8.062,lost,,,,
8.075,lost,,,,
8.090,lost,,,,
8.104,lost,,,,
8.115,lost,,,,
8.129,lost,,,,
8.142,lost,,,,
8.153,lost,,,,
8.166,lost,,,,
8.179,lost,,,,
8.190,lost,,,,
8.203,lost,,,,
8.215,lost,,,,
8.229,lost,,,,
8.241,lost,,,,
8.254,lost,,,,
8.266,lost,,,,
8.278,lost,,,,
8.292,lost,,,,
8.305,lost,,,,
8.318,lost,,,,
8.331,lost,,,,
8.345,lost,,,,
8.358,lost,,,,
8.370,lost,,,,
8.386,lost,,,,
8.399,lost,,,,
8.414,lost,,,,
8.428,lost,,,,
8.444,lost,,,,
8.458,lost,,,,
8.472,lost,,,,
8.489,lost,,,,
8.505,lost,,,,
8.517,lost,,,,
8.532,lost,,,,
8.547,lost,,,,
8.563,lost,,,,
8.578,lost,,,,
8.593,lost,,,,
8.610,lost,,,,
8.623,lost,,,,
8.637,lost,,,,
8.653,lost,,,,
8.668,lost,,,,
8.680,lost,,,,
8.695,lost,,,,
8.713,lost,,,,
8.729,lost,,,,
8.744,lost,,,,
8.760,lost,,,,
8.772,lost,,,,
8.784,lost,,,,
8.796,lost,,,,
8.808,lost,,,,
8.823,lost,,,,
8.838,lost,,,,
8.853,lost,,,,
8.870,lost,,,,
8.882,lost,,,,
8.894,lost,,,,
8.908,lost,,,,
8.922,lost,,,,
8.936,lost,,,,
8.949,lost,,,,
8.963,lost,,,,
8.977,lost,,,,
8.989,lost,,,,
9.001,lost,,,,
9.013,lost,,,,
9.027,lost,,,,
9.041,lost,,,,
9.054,lost,,,,
9.069,lost,,,,
9.083,lost,,,,
9.095,lost,,,,
9.110,lost,,,,
9.123,lost,,,,
9.138,lost,,,,
9.151,lost,,,,
9.164,lost,,,,
9.176,lost,,,,
9.192,lost,,,,
9.205,lost,,,,
9.219,lost,,,,
9.235,lost,,,,
9.249,lost,,,,
9.262,lost,,,,
9.275,lost,,,,
9.289,lost,,,,
9.303,lost,,,,
9.315,lost,,,,
9.328,lost,,,,
9.341,lost,,,,
9.355,lost,,,,
9.369,lost,,,,
9.383,lost,,,,
9.398,lost,,,,
9.410,lost,,,,
9.424,lost,,,,
9.437,lost,,,,
9.450,lost,,,,
9.462,lost,,,,
9.474,lost,,,,
9.487,lost,,,,
9.501,lost,,,,
9.512,lost,,,,
9.523,lost,,,,
9.536,lost,,,,
9.548,lost,,,,
9.561,lost,,,,
9.574,lost,,,,
9.587,lost,,,,
9.602,lost,,,,
9.613,lost,,,,
9.625,lost,,,,
9.635,lost,,,,
9.650,lost,,,,
9.662,lost,,,,
9.673,lost,,,,
9.686,lost,,,,
9.699,lost,,,,
9.712,lost,,,,
9.725,lost,,,,
9.739,lost,,,,
9.752,lost,,,,
9.766,lost,,,,
9.779,lost,,,,
9.793,lost,,,,
9.805,lost,,,,
9.820,lost,,,,
9.832,lost,,,,
9.843,lost,,,,
9.855,lost,,,,
9.869,lost,,,,
9.882,lost,,,,
9.894,lost,,,,
9.908,lost,,,,
9.922,lost,,,,
9.935,lost,,,,
9.946,lost,,,,
9.959,lost,,,,
9.974,lost,,,,
9.987,lost,,,,
9.999,lost,,,,
10.010,lost,,,,
10.021,lost,,,,
10.035,lost,,,,
10.050,lost,,,,
10.061,lost,,,,
10.073,lost,,,,
10.087,lost,,,,
10.100,lost,,,,
10.113,lost,,,,
10.126,lost,,,,
10.139,lost,,,,
10.151,lost,,,,
10.161,lost,,,,
10.173,lost,,,,
10.188,lost,,,,
10.201,lost,,,,
10.211,lost,,,,
10.222,lost,,,,
10.236,lost,,,,
10.249,lost,,,,
10.261,lost,,,,
10.273,lost,,,,
10.287,lost,,,,
10.301,lost,,,,
10.312,lost,,,,
10.323,lost,,,,
10.339,lost,,,,
10.351,lost,,,,
10.362,lost,,,,
10.372,lost,,,,
10.387,lost,,,,
10.399,lost,,,,
10.410,lost,,,,
10.421,lost,,,,
10.435,lost,,,,
10.449,lost,,,,
10.462,lost,,,,
10.475,lost,,,,
10.489,lost,,,,
10.503,lost,,,,
10.518,lost,,,,
10.530,lost,,,,
10.544,lost,,,,
10.556,lost,,,,
10.570,lost,,,,
10.582,lost,,,,
10.596,lost,,,,
10.611,lost,,,,
10.623,lost,,,,
10.635,lost,,,,
10.647,lost,,,,
10.661,lost,,,,
10.675,lost,,,,
10.687,lost,,,,
10.700,lost,,,,
10.713,lost,,,,
10.725,lost,,,,
10.737,lost,,,,
10.749,lost,,,,
10.762,lost,,,,
10.774,lost,,,,
10.786,lost,,,,
10.798,lost,,,,
10.811,lost,,,,
10.826,lost,,,,
10.839,lost,,,,
10.852,lost,,,,
10.864,lost,,,,
10.876,lost,,,,
10.890,lost,,,,
10.902,lost,,,,
10.916,lost,,,,
10.930,lost,,,,
10.944,lost,,,,
10.957,lost,,,,
10.969,lost,,,,
10.984,lost,,,,
10.996,lost,,,,
11.008,lost,,,,
11.020,lost,,,,
11.034,lost,,,,
11.046,lost,,,,
11.057,lost,,,,
11.069,lost,,,,
11.082,lost,,,,
11.096,lost,,,,
11.107,lost,,,,
11.119,lost,,,,
11.130,lost,,,,
11.141,lost,,,,
11.155,lost,,,,
11.168,lost,,,,
11.181,lost,,,,
11.193,lost,,,,
11.206,lost,,,,
11.218,lost,,,,
11.230,lost,,,,
11.241,lost,,,,
11.255,lost,,,,
11.267,lost,,,,
11.279,lost,,,,
11.290,lost,,,,
11.304,lost,,,,
11.318,lost,,,,
11.329,lost,,,,
11.342,lost,,,,
11.356,lost,,,,
11.368,lost,,,,
11.381,lost,,,,
11.392,lost,,,,
11.404,lost,,,,
11.416,lost,,,,
11.428,lost,,,,
11.440,lost,,,,
11.453,lost,,,,
11.466,lost,,,,
11.478,lost,,,,
11.491,lost,,,,
11.504,lost,,,,
11.517,lost,,,,
11.529,lost,,,,
11.543,lost,,,,
11.555,lost,,,,
11.569,lost,,,,
11.582,lost,,,,
11.594,lost,,,,
11.606,lost,,,,
11.622,lost,,,,
11.636,lost,,,,
11.649,lost,,,,
11.661,lost,,,,
11.675,lost,,,,
11.686,lost,,,,
11.698,lost,,,,
11.710,lost,,,,
11.722,lost,,,,
11.736,lost,,,,
11.750,lost,,,,
11.763,lost,,,,
11.776,lost,,,,
11.790,lost,,,,
11.803,lost,,,,
11.816,lost,,,,
11.827,lost,,,,
11.842,lost,,,,
11.856,lost,,,,
11.868,lost,,,,
11.882,lost,,,,
11.896,lost,,,,
11.908,lost,,,,
11.918,lost,,,,
11.933,lost,,,,
11.945,lost,,,,
11.959,lost,,,,
11.970,lost,,,,
11.982,lost,,,,
11.995,lost,,,,
12.008,lost,,,,
12.021,lost,,,,
12.034,lost,,,,
12.047,lost,,,,
12.060,lost,,,,
12.072,lost,,,,
12.086,lost,,,,
12.100,lost,,,,
12.112,lost,,,,
12.124,lost,,,,
12.136,lost,,,,
12.150,lost,,,,
12.162,lost,,,,
12.174,lost,,,,
12.187,lost,,,,
12.201,lost,,,,
12.215,lost,,,,
12.229,lost,,,,
12.240,lost,,,,
12.254,lost,,,,
12.266,lost,,,,
12.278,lost,,,,
12.289,lost,,,,
12.302,lost,,,,
12.317,lost,,,,
12.329,lost,,,,
12.341,lost,,,,
12.354,lost,,,,
12.368,lost,,,,
12.380,lost,,,,
12.392,lost,,,,
12.403,lost,,,,
12.417,lost,,,,
12.431,lost,,,,
12.445,lost,,,,
12.457,lost,,,,
12.472,lost,,,,
12.483,lost,,,,
12.495,lost,,,,
12.507,lost,,,,
12.521,lost,,,,
12.533,lost,,,,
12.544,lost,,,,
12.555,lost,,,,
12.569,lost,,,,
12.584,lost,,,,
12.596,lost,,,,
12.609,lost,,,,
12.622,lost,,,,
12.637,lost,,,,
12.649,lost,,,,
12.661,lost,,,,
12.673,lost,,,,
12.689,lost,,,,
12.701,lost,,,,
12.716,lost,,,,
12.730,lost,,,,
12.743,lost,,,,
12.760,lost,,,,
12.773,lost,,,,
12.787,lost,,,,
12.800,lost,,,,
12.812,lost,,,,
12.824,lost,,,,
12.837,lost,,,,
12.852,lost,,,,
12.866,lost,,,,
12.878,lost,,,,
12.890,lost,,,,
12.903,lost,,,,
12.917,lost,,,,
12.928,lost,,,,
12.940,lost,,,,
12.957,lost,,,,
12.969,lost,,,,
12.979,lost,,,,
12.991,lost,,,,
13.004,lost,,,,
13.015,lost,,,,
13.027,lost,,,,
13.038,lost,,,,
13.052,lost,,,,
13.066,lost,,,,
13.078,lost,,,,
13.091,lost,,,,
13.105,lost,,,,
13.119,lost,,,,
13.130,lost,,,,
13.142,lost,,,,
13.154,lost,,,,
13.167,lost,,,,
13.179,lost,,,,
13.190,lost,,,,
13.205,lost,,,,
13.220,lost,,,,
13.233,lost,,,,
13.244,lost,,,,
13.257,lost,,,,
13.273,lost,,,,
13.286,lost,,,,
13.297,lost,,,,
13.308,lost,,,,
13.319,lost,,,,
13.334,lost,,,,
13.346,lost,,,,
13.360,lost,,,,
13.375,lost,,,,
13.387,lost,,,,
13.399,lost,,,,
13.415,lost,,,,
13.427,lost,,,,
13.439,lost,,,,
13.450,lost,,,,
13.463,lost,,,,
13.476,lost,,,,
13.489,lost,,,,
13.503,lost,,,,
13.514,lost,,,,
13.526,lost,,,,
13.539,lost,,,,
13.552,lost,,,,
13.563,lost,,,,
13.577,lost,,,,
13.590,lost,,,,
13.604,lost,,,,
13.616,lost,,,,
13.630,lost,,,,
13.642,lost,,,,
13.656,lost,,,,
13.668,lost,,,,
13.682,lost,,,,
13.694,lost,,,,
13.705,lost,,,,
13.718,lost,,,,
13.734,lost,,,,
13.748,lost,,,,
13.761,lost,,,,
13.772,lost,,,,
13.786,lost,,,,
13.800,lost,,,,
13.813,lost,,,,
13.827,lost,,,,
13.841,lost,,,,
13.855,lost,,,,
13.867,lost,,,,
13.878,lost,,,,
13.891,lost,,,,
13.905,lost,,,,
13.919,lost,,,,
13.930,lost,,,,
13.942,lost,,,,
13.956,lost,,,,
13.970,lost,,,,
13.981,lost,,,,
13.993,lost,,,,
14.008,lost,,,,
14.019,lost,,,,
14.031,lost,,,,
14.044,lost,,,,
14.057,lost,,,,
14.070,lost,,,,
14.083,lost,,,,
14.094,lost,,,,
14.107,lost,,,,
14.121,lost,,,,
14.133,lost,,,,
14.146,lost,,,,
14.159,lost,,,,
14.174,lost,,,,
14.188,lost,,,,
14.201,lost,,,,
14.215,lost,,,,
14.228,lost,,,,
14.241,lost,,,,
14.253,lost,,,,
14.266,lost,,,,
14.280,lost,,,,
14.292,lost,,,,
14.303,lost,,,,
14.316,lost,,,,
14.329,lost,,,,
14.341,lost,,,,
14.352,lost,,,,
14.365,lost,,,,
14.377,lost,,,,
14.391,lost,,,,
14.403,lost,,,,
14.414,lost,,,,
14.429,lost,,,,
14.441,lost,,,,
14.453,lost,,,,
14.466,lost,,,,
14.478,lost,,,,
14.492,lost,,,,
14.504,lost,,,,
14.515,lost,,,,
14.527,lost,,,,
14.541,lost,,,,
14.552,lost,,,,
14.563,lost,,,,
14.574,lost,,,,
14.589,lost,,,,
14.603,lost,,,,
14.615,lost,,,,
14.627,lost,,,,
14.639,lost,,,,
14.654,lost,,,,
14.666,lost,,,,
14.678,lost,,,,
14.689,lost,,,,
14.704,lost,,,,
14.718,lost,,,,
14.729,lost,,,,
14.740,lost,,,,
14.753,lost,,,,
14.768,lost,,,,
14.780,lost,,,,
14.795,lost,,,,
14.808,lost,,,,
14.820,lost,,,,
14.832,lost,,,,
14.846,lost,,,,
14.859,lost,,,,
14.871,lost,,,,
14.882,lost,,,,
14.894,lost,,,,
14.906,lost,,,,
14.921,lost,,,,
14.933,lost,,,,
14.945,lost,,,,
14.957,lost,,,,
14.971,lost,,,,
14.982,lost,,,,
14.996,lost,,,,
15.009,lost,,,,
15.022,lost,,,,
15.033,lost,,,,
15.044,lost,,,,
15.056,lost,,,,
15.068,lost,,,,
15.082,lost,,,,
15.094,lost,,,,
15.107,lost,,,,
15.121,lost,,,,
15.134,lost,,,,
15.145,lost,,,,
15.157,lost,,,,
15.172,lost,,,,
15.185,lost,,,,
15.196,lost,,,,
15.209,lost,,,,
15.223,lost,,,,
15.236,lost,,,,
15.248,lost,,,,
15.260,lost,,,,
15.273,lost,,,,
15.286,lost,,,,
15.299,lost,,,,
15.311,lost,,,,
15.326,lost,,,,
15.338,lost,,,,
15.350,lost,,,,
15.361,lost,,,,
15.373,lost,,,,
15.387,lost,,,,
15.398,lost,,,,
15.409,lost,,,,
15.422,lost,,,,
15.436,lost,,,,
15.448,lost,,,,
15.459,lost,,,,
15.471,lost,,,,
15.485,lost,,,,
15.499,lost,,,,
15.511,lost,,,,
15.524,lost,,,,
15.538,lost,,,,
15.550,lost,,,,
15.561,lost,,,,
15.573,lost,,,,
15.587,lost,,,,
15.600,lost,,,,
15.612,lost,,,,
15.627,lost,,,,
15.643,lost,,,,
15.657,lost,,,,
15.669,lost,,,,
15.684,lost,,,,
15.697,lost,,,,
15.708,lost,,,,
15.720,lost,,,,
15.732,lost,,,,
15.745,lost,,,,
15.759,lost,,,,
15.773,lost,,,,
15.787,lost,,,,
15.799,lost,,,,
15.812,lost,,,,
15.825,lost,,,,
15.836,lost,,,,
15.848,lost,,,,
15.860,lost,,,,
15.875,lost,,,,
15.888,lost,,,,
15.899,lost,,,,
15.911,lost,,,,
15.926,lost,,,,
15.938,lost,,,,
15.949,lost,,,,
15.962,lost,,,,
15.975,lost,,,,
15.988,lost,,,,
16.002,lost,,,,
16.013,lost,,,,
16.027,lost,,,,
16.039,lost,,,,
16.050,lost,,,,
16.063,lost,,,,
16.074,lost,,,,
16.089,lost,,,,
16.103,lost,,,,
16.115,lost,,,,
16.129,lost,,,,
16.144,lost,,,,
16.156,lost,,,,
16.168,lost,,,,
16.180,lost,,,,
16.196,lost,,,,
16.210,lost,,,,
16.223,lost,,,,
16.235,lost,,,,
16.247,lost,,,,
16.261,lost,,,,
16.273,lost,,,,
16.286,lost,,,,
16.299,lost,,,,
16.311,lost,,,,
16.326,lost,,,,
16.338,lost,,,,
16.354,lost,,,,
16.366,lost,,,,
16.377,lost,,,,
16.390,lost,,,,
16.403,lost,,,,
16.416,lost,,,,
16.428,lost,,,,
16.440,lost,,,,
16.453,lost,,,,
16.468,lost,,,,
16.479,lost,,,,
16.490,lost,,,,
16.503,lost,,,,
16.515,lost,,,,
16.527,lost,,,,
16.539,lost,,,,
16.552,lost,,,,
16.564,lost,,,,
16.578,lost,,,,
16.589,lost,,,,
16.601,lost,,,,
16.615,lost,,,,
16.627,lost,,,,
16.641,lost,,,,
16.654,lost,,,,
16.667,lost,,,,
16.679,lost,,,,
16.690,lost,,,,
16.700,lost,,,,
16.712,lost,,,,
16.726,lost,,,,
16.738,lost,,,,
16.751,lost,,,,
16.763,lost,,,,
16.777,lost,,,,
16.789,lost,,,,
16.802,lost,,,,
16.815,lost,,,,
16.826,lost,,,,
16.839,lost,,,,
16.851,lost,,,,
16.866,lost,,,,
16.881,lost,,,,
16.892,lost,,,,
16.904,lost,,,,
16.916,lost,,,,
16.928,lost,,,,
16.941,lost,,,,
16.954,lost,,,,
16.967,lost,,,,
16.982,lost,,,,
16.995,lost,,,,
17.007,lost,,,,
17.021,lost,,,,
17.036,lost,,,,
17.048,lost,,,,
17.061,lost,,,,
17.072,lost,,,,
17.088,lost,,,,
17.100,lost,,,,
17.111,lost,,,,
17.124,lost,,,,
17.137,lost,,,,
17.150,lost,,,,
17.163,lost,,,,
17.173,lost,,,,
17.187,lost,,,,
17.203,lost,,,,
17.214,lost,,,,
17.226,lost,,,,
17.237,lost,,,,
17.249,lost,,,,
17.260,lost,,,,
17.273,lost,,,,
17.288,lost,,,,
17.302,lost,,,,
17.314,lost,,,,
17.328,lost,,,,
17.342,lost,,,,
17.356,lost,,,,
17.371,lost,,,,
17.383,lost,,,,
17.397,lost,,,,
17.410,lost,,,,
17.423,lost,,,,
17.435,lost,,,,
17.448,lost,,,,
17.461,lost,,,,
17.475,lost,,,,
17.486,lost,,,,
17.497,lost,,,,
17.508,lost,,,,
17.522,lost,,,,
17.536,lost,,,,
17.547,lost,,,,
17.559,lost,,,,
17.572,lost,,,,
17.584,lost,,,,
17.595,lost,,,,
17.607,lost,,,,
17.621,lost,,,,
17.633,lost,,,,
17.645,lost,,,,
17.658,lost,,,,
17.673,lost,,,,
17.686,lost,,,,
17.698,lost,,,,
17.711,lost,,,,
17.725,lost,,,,
17.737,lost,,,,
17.749,lost,,,,
17.761,lost,,,,
17.775,lost,,,,
17.787,lost,,,,
17.797,lost,,,,
17.810,lost,,,,
17.824,lost,,,,
17.837,lost,,,,
17.849,lost,,,,
17.861,lost,,,,
17.875,lost,,,,
17.886,lost,,,,
17.897,lost,,,,
17.911,lost,,,,
17.926,lost,,,,
17.939,lost,,,,
17.952,lost,,,,
17.965,lost,,,,
17.977,lost,,,,
17.990,lost,,,,
18.003,lost,,,,
18.016,lost,,,,
18.028,lost,,,,
18.043,lost,,,,
18.057,lost,,,,
18.072,lost,,,,
18.083,lost,,,,
18.094,lost,,,,
18.106,lost,,,,
18.119,lost,,,,
18.132,lost,,,,
18.143,lost,,,,
18.155,lost,,,,
18.169,lost,,,,
18.181,lost,,,,
18.193,lost,,,,
18.206,lost,,,,
18.220,lost,,,,
18.233,lost,,,,
18.244,lost,,,,
18.256,lost,,,,
18.270,lost,,,,
18.282,lost,,,,
18.294,lost,,,,
18.307,lost,,,,
18.321,lost,,,,
18.333,lost,,,,
18.344,lost,,,,
18.356,lost,,,,
18.368,lost,,,,
18.381,lost,,,,
18.394,lost,,,,
18.406,lost,,,,
18.422,lost,,,,
18.434,lost,,,,
18.446,lost,,,,
18.459,lost,,,,
18.471,lost,,,,
18.483,lost,,,,
18.495,lost,,,,
18.507,lost,,,,
18.521,lost,,,,
18.533,lost,,,,
18.544,lost,,,,
18.555,lost,,,,
18.571,lost,,,,
18.584,lost,,,,
18.595,lost,,,,
18.607,lost,,,,
18.620,lost,,,,
18.633,lost,,,,
18.643,lost,,,,
18.657,lost,,,,
18.671,lost,,,,
18.683,lost,,,,
18.694,lost,,,,
18.709,lost,,,,
18.722,lost,,,,
18.733,lost,,,,
18.744,lost,,,,
18.756,lost,,,,
18.771,lost,,,,
18.783,lost,,,,
18.795,lost,,,,
18.807,lost,,,,
18.822,lost,,,,
18.835,lost,,,,
18.846,lost,,,,
18.858,lost,,,,
18.873,lost,,,,
18.885,lost,,,,
18.896,lost,,,,
18.910,lost,,,,
18.923,lost,,,,
18.936,lost,,,,
18.947,lost,,,,
18.959,lost,,,,
18.974,lost,,,,
18.987,lost,,,,
18.999,lost,,,,
19.011,lost,,,,
19.025,lost,,,,
19.036,lost,,,,
19.048,lost,,,,
19.060,lost,,,,
19.073,lost,,,,
19.087,lost,,,,
19.099,lost,,,,
19.112,lost,,,,
19.126,lost,,,,
19.139,lost,,,,
19.152,lost,,,,
19.164,lost,,,,
19.178,lost,,,,
19.190,lost,,,,
19.202,lost,,,,
19.215,lost,,,,
19.226,lost,,,,
19.237,lost,,,,
19.248,lost,,,,
19.261,lost,,,,
19.276,lost,,,,
19.287,lost,,,,
19.299,lost,,,,
19.311,lost,,,,
19.324,lost,,,,
19.337,lost,,,,
19.349,lost,,,,
19.362,lost,,,,
19.375,lost,,,,
19.389,lost,,,,
19.402,lost,,,,
19.416,lost,,,,
19.428,lost,,,,
19.441,lost,,,,
19.453,lost,,,,
19.467,lost,,,,
19.479,lost,,,,
19.492,lost,,,,
19.505,lost,,,,
19.519,lost,,,,
19.532,lost,,,,
19.543,lost,,,,
19.555,lost,,,,
19.569,lost,,,,
19.581,lost,,,,
19.594,lost,,,,
19.607,lost,,,,
19.621,lost,,,,
19.633,lost,,,,
19.645,lost,,,,
19.658,lost,,,,
19.672,lost,,,,
19.684,lost,,,,
19.694,lost,,,,
19.707,lost,,,,
19.721,lost,,,,
19.734,lost,,,,
19.744,lost,,,,
19.757,lost,,,,
19.771,lost,,,,
19.783,lost,,,,
19.794,lost,,,,
19.807,lost,,,,
19.822,lost,,,,
19.836,lost,,,,
19.849,lost,,,,
19.861,lost,,,,
19.875,lost,,,,
19.888,lost,,,,
19.900,lost,,,,
19.914,lost,,,,
19.926,lost,,,,
19.939,lost,,,,
19.951,lost,,,,
19.964,lost,,,,
19.976,lost,,,,
19.987,lost,,,,
19.996,lost,,,,
20.007,lost,,,,
20.020,lost,,,,
20.034,lost,,,,
20.049,lost,,,,
20.063,lost,,,,
20.075,lost,,,,
20.088,lost,,,,
20.099,lost,,,,
20.111,lost,,,,
20.125,lost,,,,
20.137,lost,,,,
20.149,lost,,,,
20.162,lost,,,,
20.174,lost,,,,
20.186,lost,,,,
20.198,lost,,,,
20.211,lost,,,,
20.224,lost,,,,
20.236,lost,,,,
20.247,lost,,,,
20.259,lost,,,,
20.273,lost,,,,
20.286,lost,,,,
20.297,lost,,,,
20.310,lost,,,,
20.323,lost,,,,
20.335,lost,,,,
20.348,lost,,,,
20.360,lost,,,,
20.375,lost,,,,
20.387,lost,,,,
20.398,lost,,,,
20.409,lost,,,,
20.422,lost,,,,
20.437,lost,,,,
20.449,lost,,,,
20.463,lost,,,,
20.475,lost,,,,
20.487,lost,,,,
20.498,lost,,,,
20.513,lost,,,,
20.525,lost,,,,
20.537,lost,,,,
20.549,lost,,,,
20.561,lost,,,,
20.572,lost,,,,
20.584,lost,,,,
20.594,lost,,,,
20.607,lost,,,,
20.620,lost,,,,
20.632,lost,,,,
20.645,lost,,,,
20.657,lost,,,,
20.673,lost,,,,
20.686,lost,,,,
20.698,lost,,,,
20.710,lost,,,,
20.723,lost,,,,
20.734,lost,,,,
20.746,lost,,,,
20.759,lost,,,,
20.772,lost,,,,
20.786,lost,,,,
20.796,lost,,,,
20.808,lost,,,,
20.822,lost,,,,
20.835,lost,,,,
20.848,lost,,,,
20.858,lost,,,,
20.872,lost,,,,
20.885,lost,,,,
20.896,lost,,,,
20.907,lost,,,,
20.920,lost,,,,
20.933,lost,,,,
20.944,lost,,,,
20.956,lost,,,,
20.970,lost,,,,
20.983,lost,,,,
20.994,lost,,,,
21.008,lost,,,,
21.023,lost,,,,
21.036,lost,,,,
21.046,lost,,,,
21.058,lost,,,,
21.073,lost,,,,
21.086,lost,,,,
21.095,lost,,,,
21.107,lost,,,,
21.120,lost,,,,
21.133,lost,,,,
21.144,lost,,,,
21.156,lost,,,,
21.171,lost,,,,
21.182,lost,,,,
21.194,lost,,,,
21.207,lost,,,,
21.222,lost,,,,
21.234,lost,,,,
21.246,lost,,,,
21.258,lost,,,,
21.273,lost,,,,
21.286,lost,,,,
21.298,lost,,,,
21.312,lost,,,,
21.324,lost,,,,
21.337,lost,,,,
21.348,lost,,,,
21.360,lost,,,,
21.374,lost,,,,
21.388,lost,,,,
21.400,lost,,,,
21.413,lost,,,,
21.425,lost,,,,
21.438,lost,,,,
21.449,lost,,,,
21.461,lost,,,,
21.476,lost,,,,
21.488,lost,,,,
21.500,lost,,,,
21.512,lost,,,,
21.525,lost,,,,
21.538,lost,,,,
21.550,lost,,,,
21.561,lost,,,,
21.574,lost,,,,
21.586,lost,,,,
21.596,lost,,,,
21.607,lost,,,,
21.621,lost,,,,
21.633,lost,,,,
21.644,lost,,,,
21.658,lost,,,,
21.672,lost,,,,
21.684,lost,,,,
21.696,lost,,,,
21.711,lost,,,,
21.723,lost,,,,
21.735,lost,,,,
21.750,lost,,,,
21.764,lost,,,,
21.775,lost,,,,
21.787,lost,,,,
21.801,lost,,,,
21.815,lost,,,,
21.827,lost,,,,
21.840,lost,,,,
21.854,lost,,,,
21.868,lost,,,,
21.879,lost,,,,
21.891,lost,,,,
21.906,lost,,,,
21.918,lost,,,,
21.929,lost,,,,
21.941,lost,,,,
21.956,lost,,,,
21.968,lost,,,,
21.979,lost,,,,
21.991,lost,,,,
22.006,lost,,,,
22.019,lost,,,,
22.030,lost,,,,
22.043,lost,,,,
22.055,lost,,,,
22.068,lost,,,,
22.078,lost,,,,
22.089,lost,,,,
22.100,lost,,,,
22.115,lost,,,,
22.128,lost,,,,
22.139,lost,,,,
22.152,lost,,,,
22.165,lost,,,,
22.177,lost,,,,
22.189,lost,,,,
22.204,lost,,,,
22.216,lost,,,,
22.228,lost,,,,
22.241,lost,,,,
22.254,lost,,,,
22.266,lost,,,,
22.277,lost,,,,
22.290,lost,,,,
22.305,lost,,,,
22.316,lost,,,,
22.327,lost,,,,
22.341,lost,,,,
22.353,lost,,,,
22.364,lost,,,,
22.376,lost,,,,
22.388,lost,,,,
22.401,lost,,,,
22.412,lost,,,,
22.423,lost,,,,
22.436,lost,,,,
22.449,lost,,,,
22.461,lost,,,,
22.472,lost,,,,
22.485,lost,,,,
22.498,lost,,,,
22.511,lost,,,,
22.523,lost,,,,
22.536,lost,,,,
